t,count,max,mean,min,stddev,p50,p75,p95,p98,p99,p999
1651231898,1203,30108,42.965953,1,956.955015,3.000000,6.750000,16.000000,25.420000,64.460000,29402.546000
1651231928,1206,30108,42.969844,1,956.954857,3.000000,6.750000,16.000000,25.420000,64.460000,29402.546000
1651231958,1212,30108,42.962062,1,956.955140,3.000000,6.000000,16.000000,25.420000,64.460000,29402.546000
1651231988,1215,30108,42.949416,1,956.955624,3.000000,6.000000,16.000000,25.420000,64.460000,29402.546000
1651232018,1221,30108,42.941634,1,956.955912,3.000000,6.000000,16.000000,25.420000,64.460000,29402.546000
1651232048,1224,30108,42.932879,1,956.956256,3.000000,6.000000,16.000000,25.420000,64.460000,29402.546000
1651232078,1230,30108,42.929961,1,956.956380,3.000000,6.000000,16.000000,25.420000,64.460000,29402.546000
1651232108,1233,30108,42.924125,1,956.956620,3.000000,6.000000,16.000000,25.420000,64.460000,29402.546000
1651232138,1239,30108,42.908560,1,956.957204,3.000000,6.000000,16.000000,25.420000,64.460000,29402.546000
1651232168,1242,30108,42.901751,1,956.957476,3.000000,6.000000,16.000000,25.420000,64.460000,29402.546000
1651232198,1248,30108,42.897860,1,956.957643,3.000000,6.000000,16.000000,25.420000,64.460000,29402.546000
1651232228,1251,30108,42.897860,1,956.957642,3.000000,6.000000,16.000000,25.420000,64.460000,29402.546000
1651232258,1257,30108,42.877432,1,956.958428,3.000000,6.000000,16.000000,25.420000,64.460000,29402.546000
1651232288,1260,30108,42.859922,1,956.959063,3.000000,6.000000,16.000000,25.420000,64.460000,29402.546000
1651232318,1266,30108,42.835603,1,956.959876,3.000000,6.000000,16.000000,25.420000,64.460000,29402.546000
1651232348,1269,30108,42.834630,1,956.959918,3.000000,6.000000,16.000000,25.420000,64.460000,29402.546000
1651232378,1275,30108,42.793774,1,956.961180,3.000000,6.000000,16.000000,24.420000,64.460000,29402.546000
1651232408,1278,30108,42.794747,1,956.961139,3.000000,6.000000,16.000000,24.420000,64.460000,29402.546000
1651232438,1284,30108,42.776265,1,956.961862,3.000000,6.000000,16.000000,24.420000,64.460000,29402.546000
1651232468,1287,30108,42.774319,1,956.961943,3.000000,6.000000,16.000000,24.420000,64.460000,29402.546000
1651232498,1293,30108,42.763619,1,956.962359,3.000000,6.000000,16.000000,24.420000,64.460000,29402.546000
1651232528,1296,30108,42.758755,1,956.962564,3.000000,6.000000,16.000000,24.420000,64.460000,29402.546000
1651232558,1302,30108,42.749027,1,956.962942,3.000000,6.000000,16.000000,24.420000,64.460000,29402.546000
1651232588,1305,30108,42.731518,1,956.963587,3.000000,6.000000,16.000000,24.420000,64.460000,29402.546000
1651232618,1311,30108,42.722763,1,956.963940,3.000000,5.750000,16.000000,24.420000,64.460000,29402.546000
1651232648,1314,30108,42.721790,1,956.963980,3.000000,5.750000,16.000000,24.420000,64.460000,29402.546000
1651232678,1320,30108,42.716926,1,956.964179,3.000000,5.000000,16.000000,24.420000,64.460000,29402.546000
1651232708,1323,30108,42.718872,1,956.964098,3.000000,5.000000,16.000000,24.420000,64.460000,29402.546000
1651232738,1329,30108,42.684825,1,956.965378,3.000000,5.000000,16.000000,24.420000,64.460000,29402.546000
1651232768,1332,30108,42.683852,1,956.965419,3.000000,5.000000,16.000000,24.420000,64.460000,29402.546000
1651232798,1338,30108,42.679961,1,956.965585,3.000000,5.000000,16.000000,24.420000,64.460000,29402.546000
1651232828,1341,30108,42.678016,1,956.965668,3.000000,5.000000,16.000000,24.420000,64.460000,29402.546000
1651232858,1347,30108,42.671206,1,956.965939,3.000000,5.000000,16.000000,24.420000,64.460000,29402.546000
1651232888,1350,30108,42.657588,1,956.966446,3.000000,5.000000,16.000000,24.420000,64.460000,29402.546000
1651232918,1356,30108,42.641051,1,956.967036,3.000000,5.000000,16.000000,24.420000,64.460000,29402.546000
1651232948,1359,30108,42.641051,1,956.967036,3.000000,5.000000,16.000000,24.420000,64.460000,29402.546000
1651232978,1365,30108,42.633268,1,956.967360,3.000000,5.000000,16.000000,24.420000,64.460000,29402.546000
1651233008,1368,30108,42.620623,1,956.967796,3.000000,5.000000,16.000000,24.420000,64.460000,29402.546000
1651233038,1374,30108,42.601167,1,956.968505,3.000000,5.000000,16.000000,24.420000,64.460000,29402.546000
1651233068,1377,30108,42.591440,1,956.968891,3.000000,5.000000,16.000000,24.420000,64.460000,29402.546000
1651233098,1383,30108,42.587549,1,956.969053,3.000000,5.000000,16.000000,24.420000,64.460000,29402.546000
1651233128,1386,30108,42.590467,1,956.968934,3.000000,5.000000,16.000000,24.420000,64.460000,29402.546000
1651233158,1392,30108,42.584630,1,956.969176,3.000000,5.000000,16.000000,24.420000,64.460000,29402.546000
1651233188,1395,30108,42.585603,1,956.969135,3.000000,5.000000,16.000000,24.420000,64.460000,29402.546000
1651233218,1401,30108,42.586576,1,956.969094,3.000000,5.000000,16.000000,24.420000,64.460000,29402.546000
1651233248,1404,30108,42.572957,1,956.969587,3.000000,5.000000,16.000000,24.420000,64.460000,29402.546000
1651233278,1410,30108,42.568093,1,956.969787,3.000000,5.000000,16.000000,24.420000,64.460000,29402.546000
1651233308,1413,30108,42.557393,1,956.970179,3.000000,5.000000,16.000000,24.420000,64.460000,29402.546000
1651233338,1419,30108,42.559339,1,956.970098,3.000000,5.000000,16.000000,24.420000,64.460000,29402.546000
1651233368,1422,30108,42.559339,1,956.970098,3.000000,5.000000,16.000000,24.420000,64.460000,29402.546000
1651233398,1428,30108,42.560311,1,956.970057,3.000000,5.000000,16.000000,24.420000,64.460000,29402.546000
1651233428,1431,30108,42.561284,1,956.970020,3.000000,5.000000,16.000000,24.420000,64.460000,29402.546000
1651233458,1437,30108,42.559339,1,956.970104,3.000000,5.000000,16.000000,24.420000,64.460000,29402.546000
1651233488,1440,30108,42.560311,1,956.970062,3.000000,5.000000,16.000000,24.420000,64.460000,29402.546000
1651233518,1446,30108,42.547665,1,956.970565,3.000000,5.000000,16.000000,24.420000,64.460000,29402.546000
1651233548,1449,30108,42.545720,1,956.970646,3.000000,5.000000,16.000000,24.420000,64.460000,29402.546000
1651233578,1455,30108,42.531128,1,956.971178,3.000000,5.000000,16.000000,24.420000,64.460000,29402.546000
1651233608,1458,30108,42.522374,1,956.971499,3.000000,5.000000,16.000000,24.420000,64.460000,29402.546000
1651233638,1464,30108,42.521401,1,956.971541,3.000000,5.000000,16.000000,24.420000,64.460000,29402.546000
1651233668,1467,30108,42.513619,1,956.971853,3.000000,5.000000,16.000000,24.420000,64.460000,29402.546000
1651233698,1473,30108,42.497082,1,956.972504,3.000000,5.000000,16.000000,24.420000,64.460000,29402.546000
1651233728,1476,30108,42.496109,1,956.972543,3.000000,5.000000,16.000000,24.420000,64.460000,29402.546000
1651233758,1482,30108,42.482490,1,956.973084,3.000000,5.000000,16.000000,24.420000,64.460000,29402.546000
1651233788,1485,30108,42.481518,1,956.973124,2.500000,5.000000,16.000000,24.420000,64.460000,29402.546000
1651233818,1491,30108,42.481518,1,956.973124,2.500000,5.000000,16.000000,24.420000,64.460000,29402.546000
1651233848,1494,30108,42.483463,1,956.973046,2.500000,5.000000,16.000000,24.420000,64.460000,29402.546000
1651233878,1500,30108,42.467899,1,956.973605,2.000000,5.000000,16.000000,24.420000,64.460000,29402.546000
1651233908,1503,30108,42.465953,1,956.973685,2.000000,5.000000,16.000000,24.420000,64.460000,29402.546000
1651233938,1509,30108,42.476654,1,956.973283,2.000000,5.000000,16.000000,24.420000,64.460000,29402.546000
1651233968,1512,30108,42.467899,1,956.973602,2.000000,5.000000,16.000000,24.420000,64.460000,29402.546000
1651233998,1518,30108,42.464981,1,956.973719,2.000000,5.000000,16.000000,24.420000,64.460000,29402.546000
1651234028,1521,30108,42.464008,1,956.973760,2.000000,5.000000,16.000000,24.420000,64.460000,29402.546000
1651234058,1527,30108,42.459144,1,956.973961,2.000000,5.000000,16.000000,24.420000,64.460000,29402.546000
1651234088,1530,30108,42.453307,1,956.974190,2.000000,5.000000,16.000000,24.420000,64.460000,29402.546000
1651234119,1536,30108,42.448444,1,956.974388,2.000000,5.000000,16.000000,24.420000,64.460000,29402.546000
1651234149,1539,30108,42.445525,1,956.974510,2.000000,5.000000,16.000000,24.420000,64.460000,29402.546000
1651234179,1545,30108,42.438716,1,956.974784,2.000000,5.000000,16.000000,24.420000,64.460000,29402.546000
1651234209,1548,30108,42.419261,1,956.975515,2.000000,5.000000,16.000000,24.420000,64.460000,29402.546000
1651234239,1554,30108,42.410506,1,956.975860,2.000000,5.000000,16.000000,24.420000,64.460000,29402.546000
1651234269,1557,30108,42.405642,1,956.976048,2.000000,5.000000,16.000000,24.420000,64.460000,29402.546000
1651234299,1563,30108,42.387160,1,956.976771,2.000000,5.000000,16.000000,24.420000,64.460000,29402.546000
1651234329,1566,30108,42.377432,1,956.977141,2.000000,5.000000,16.000000,24.420000,64.460000,29402.546000
1651234359,1572,30108,42.378405,1,956.977101,2.000000,5.000000,16.000000,24.420000,64.460000,29402.546000
1651234389,1575,30108,42.378405,1,956.977103,2.000000,5.000000,16.000000,24.420000,64.460000,29402.546000
1651234419,1581,30108,42.348249,1,956.978081,2.000000,5.000000,15.550000,24.420000,64.460000,29402.546000
1651234449,1584,30108,42.348249,1,956.978081,2.000000,5.000000,15.550000,24.420000,64.460000,29402.546000
1651234479,1590,30108,42.330739,1,956.978750,2.000000,5.000000,15.550000,24.420000,64.460000,29402.546000
1651234509,1593,30108,42.330739,1,956.978750,2.000000,5.000000,15.550000,24.420000,64.460000,29402.546000
1651234539,1599,30108,42.332685,1,956.978669,2.000000,5.000000,15.550000,24.420000,64.460000,29402.546000
1651234569,1602,30108,42.327821,1,956.978867,2.000000,5.000000,15.550000,24.420000,64.460000,29402.546000
1651234599,1608,30108,42.332685,1,956.978665,2.000000,5.000000,15.550000,24.420000,64.460000,29402.546000
1651234629,1611,30108,42.328794,1,956.978825,2.000000,4.750000,15.550000,24.420000,64.460000,29402.546000
1651234659,1617,30108,42.324903,1,956.978985,2.000000,4.000000,15.550000,24.420000,64.460000,29402.546000
1651234689,1620,30108,42.326848,1,956.978907,2.000000,4.750000,15.550000,24.420000,64.460000,29402.546000
1651234719,1626,30108,42.321984,1,956.979109,2.000000,4.750000,15.550000,24.420000,64.460000,29402.546000
1651234749,1629,30108,42.321012,1,956.979149,2.000000,4.750000,15.550000,24.420000,64.460000,29402.546000
1651234779,1635,30108,42.320039,1,956.979191,2.000000,4.750000,15.550000,24.420000,64.460000,29402.546000
1651234809,1638,30108,42.319066,1,956.979233,2.000000,4.750000,15.550000,24.420000,64.460000,29402.546000
1651234839,1644,30108,42.307393,1,956.979639,2.000000,4.000000,15.550000,24.420000,64.460000,29402.546000
1651234869,1647,30108,42.304475,1,956.979761,2.000000,4.000000,15.550000,24.420000,64.460000,29402.546000
1651234899,1653,30108,42.325875,1,956.979402,2.000000,4.000000,16.000000,25.420000,64.460000,29402.546000
1651234929,1656,30108,42.325875,1,956.979402,2.000000,4.000000,16.000000,25.420000,64.460000,29402.546000
1651234959,1662,30108,42.306420,1,956.980137,2.000000,4.000000,16.000000,25.420000,64.460000,29402.546000
1651234989,1665,30108,42.272374,1,956.980913,2.000000,4.000000,15.550000,24.420000,64.460000,29402.546000
1651235019,1671,30108,42.253891,1,956.981488,2.000000,4.000000,15.000000,24.420000,64.460000,29402.546000
1651235049,1674,30108,42.262646,1,956.981152,2.000000,4.000000,15.000000,24.420000,64.460000,29402.546000
1651235079,1680,30108,42.245136,1,956.981688,2.000000,4.000000,15.000000,24.420000,64.460000,29402.546000
1651235109,1683,30108,42.247082,1,956.981608,2.000000,4.000000,15.000000,24.420000,64.460000,29402.546000
1651235139,1689,30108,42.239300,1,956.981911,2.000000,4.000000,15.000000,24.420000,64.460000,29402.546000
1651235169,1692,30108,42.247082,1,956.981652,2.000000,4.000000,15.000000,24.420000,64.460000,29402.546000
1651235199,1698,30108,42.245136,1,956.981733,2.000000,4.000000,15.000000,24.420000,64.460000,29402.546000
1651235229,1701,30108,42.250000,1,956.981542,2.000000,4.000000,15.000000,24.420000,64.460000,29402.546000
1651235259,1707,30108,42.250973,1,956.981523,2.000000,4.000000,15.000000,24.420000,64.460000,29402.546000
1651235289,1710,30108,42.250973,1,956.981523,2.000000,4.000000,15.000000,24.420000,64.460000,29402.546000
1651235319,1716,30108,42.250973,1,956.981523,2.000000,4.000000,15.000000,24.420000,64.460000,29402.546000
1651235349,1719,30108,42.250000,1,956.981564,2.000000,4.000000,15.000000,24.420000,64.460000,29402.546000
1651235379,1725,30108,42.240272,1,956.981923,2.000000,4.000000,15.000000,24.420000,64.460000,29402.546000
1651235409,1728,30108,42.211089,1,956.982664,2.000000,4.000000,15.000000,22.840000,64.460000,29402.546000
1651235439,1733,30108,42.211089,1,956.982664,2.000000,4.000000,15.000000,22.840000,64.460000,29402.546000
1651235469,1737,30108,42.216926,1,956.982437,2.000000,4.000000,15.000000,22.840000,64.460000,29402.546000
1651235499,1742,30108,42.216926,1,956.982437,2.000000,4.000000,15.000000,22.840000,64.460000,29402.546000
1651235529,1746,30108,41.684825,1,956.853555,2.000000,4.000000,15.000000,22.000000,43.100000,29402.546000
1651235559,1750,30108,41.678016,1,956.853813,2.000000,4.000000,15.000000,22.000000,43.100000,29402.546000
1651235589,1755,30108,41.677043,1,956.853854,2.000000,4.000000,15.000000,22.000000,43.100000,29402.546000
1651235619,1759,30108,41.675097,1,956.853935,2.000000,4.000000,15.000000,22.000000,43.100000,29402.546000
1651235649,1764,30108,41.674125,1,956.853975,2.000000,4.000000,15.000000,22.000000,43.100000,29402.546000
1651235679,1768,30108,41.675097,1,956.853935,2.000000,4.000000,15.000000,22.000000,43.100000,29402.546000
1651235709,1773,30108,41.674125,1,956.853972,2.000000,4.000000,15.000000,22.000000,43.100000,29402.546000
1651235739,1777,30108,41.675097,1,956.853934,2.000000,4.000000,15.000000,22.000000,43.100000,29402.546000
1651235769,1782,30108,41.675097,1,956.853934,2.000000,4.000000,15.000000,22.000000,43.100000,29402.546000
1651235799,1785,30108,41.673152,1,956.854014,2.000000,4.000000,15.000000,22.000000,43.100000,29402.546000
1651235829,1791,30108,41.671206,1,956.854091,2.000000,4.000000,15.000000,22.000000,43.100000,29402.546000
1651235859,1794,30108,41.671206,1,956.854091,2.000000,4.000000,15.000000,22.000000,43.100000,29402.546000
1651235889,1800,30108,41.588521,1,956.851783,2.000000,4.000000,15.000000,22.000000,35.130000,29402.546000
1651235919,1803,30108,41.588521,1,956.851783,2.000000,4.000000,15.000000,22.000000,35.130000,29402.546000
1651235949,1809,30108,41.583658,1,956.851980,2.000000,4.000000,15.000000,22.000000,35.130000,29402.546000
1651235979,1812,30108,41.583658,1,956.851980,2.000000,4.000000,15.000000,22.000000,35.130000,29402.546000
1651236009,1818,30108,41.586576,1,956.851865,2.000000,4.000000,15.000000,22.000000,35.130000,29402.546000
1651236039,1821,30108,41.587549,1,956.851825,2.000000,4.000000,15.000000,22.000000,35.130000,29402.546000
1651236069,1827,30108,41.593385,1,956.851609,2.000000,4.000000,15.000000,22.000000,35.130000,29402.546000
1651236099,1830,30108,41.592412,1,956.851646,2.000000,4.000000,15.000000,22.000000,35.130000,29402.546000
1651236129,1836,30108,41.559339,1,956.852706,2.000000,4.000000,15.000000,21.420000,35.130000,29402.546000
1651236159,1839,30108,41.559339,1,956.852706,2.000000,4.000000,15.000000,21.420000,35.130000,29402.546000
1651236189,1845,30108,41.559339,1,956.852706,2.000000,4.000000,15.000000,21.420000,35.130000,29402.546000
1651236219,1848,30108,41.559339,1,956.852705,2.000000,4.000000,15.000000,21.420000,35.130000,29402.546000
1651236249,1854,30108,41.551556,1,956.852996,2.000000,4.000000,15.000000,21.420000,35.130000,29402.546000
1651236279,1857,30108,41.546693,1,956.853180,2.000000,4.000000,15.000000,21.420000,35.130000,29402.546000
1651236309,1863,30108,41.535992,1,956.853605,2.000000,4.000000,15.000000,21.420000,35.130000,29402.546000
1651236339,1866,30108,41.535019,1,956.853646,2.000000,4.000000,15.000000,21.420000,35.130000,29402.546000
1651236369,1872,30108,41.527237,1,956.853927,2.000000,4.000000,15.000000,21.420000,35.130000,29402.546000
1651236399,1875,30108,41.523346,1,956.854084,2.000000,4.000000,15.000000,21.420000,35.130000,29402.546000
1651236429,1881,30108,41.514591,1,956.854415,2.000000,4.000000,15.000000,21.420000,35.130000,29402.546000
1651236459,1887,30108,41.514591,1,956.854417,2.000000,4.000000,15.000000,21.420000,35.130000,29402.546000
1651236489,1898,30108,41.507782,1,956.854697,2.000000,4.000000,15.000000,21.420000,35.130000,29402.546000
1651236520,1902,30108,41.504864,1,956.854816,2.000000,4.000000,15.000000,21.420000,35.130000,29402.546000
1651236550,1908,30108,41.502918,1,956.854896,2.000000,4.000000,15.000000,21.420000,35.130000,29402.546000
1651236580,1920,30108,41.449416,1,956.856445,2.000000,4.000000,15.000000,21.000000,33.000000,29402.546000
1651236610,1926,30108,41.433852,1,956.856940,2.000000,4.000000,15.000000,21.000000,33.000000,29402.546000
1651236640,1935,30108,41.423152,1,956.857353,2.000000,4.000000,15.000000,21.000000,33.000000,29402.546000
1651236670,1947,30108,41.418288,1,956.857555,2.000000,4.000000,15.000000,21.000000,33.000000,29402.546000
1651236700,1956,30108,41.398833,1,956.858303,2.000000,4.000000,15.000000,21.000000,33.000000,29402.546000
1651236730,1962,30108,41.432879,1,956.857746,2.000000,4.000000,15.000000,21.420000,40.100000,29402.546000
1651236760,1965,30108,41.431907,1,956.857787,2.000000,4.000000,15.000000,21.420000,40.100000,29402.546000
1651236790,1974,30108,41.414397,1,956.858439,2.000000,4.000000,15.000000,21.420000,40.100000,29402.546000
1651236820,1977,30108,41.412451,1,956.858520,2.000000,4.000000,15.000000,21.420000,40.100000,29402.546000
1651236850,1983,30108,41.412451,1,956.858519,2.000000,4.000000,15.000000,21.420000,40.100000,29402.546000
1651236880,1986,30108,41.402724,1,956.858861,2.000000,4.000000,15.000000,21.420000,40.100000,29402.546000
1651236910,1992,30108,41.406615,1,956.858702,2.000000,4.000000,15.000000,21.420000,40.100000,29402.546000
1651236940,2001,30108,41.380350,1,956.859535,2.000000,4.000000,15.000000,21.000000,40.100000,29402.546000
1651236970,2007,30108,41.378405,1,956.859615,2.000000,4.000000,15.000000,21.000000,40.100000,29402.546000
1651237000,2010,30108,41.377432,1,956.859656,2.000000,4.000000,15.000000,21.000000,40.100000,29402.546000
1651237030,2016,30108,41.387160,1,956.859306,2.000000,4.000000,15.000000,21.000000,40.100000,29402.546000
1651237060,2019,30108,41.387160,1,956.859306,2.000000,4.000000,15.000000,21.000000,40.100000,29402.546000
1651237090,2025,30108,41.006809,1,956.797506,2.000000,4.000000,15.000000,20.420000,33.000000,29402.546000
1651237120,2028,30108,41.005837,1,956.797546,2.000000,4.000000,15.000000,20.420000,33.000000,29402.546000
1651237150,2034,30108,40.975681,1,956.798661,2.000000,4.000000,15.000000,20.420000,33.000000,29402.546000
1651237180,2040,30108,40.967899,1,956.798946,2.000000,4.000000,15.000000,20.420000,33.000000,29402.546000
1651237210,2049,30108,40.964981,1,956.799025,2.000000,4.000000,15.000000,20.420000,33.000000,29402.546000
1651237240,2052,30108,40.964981,1,956.799025,2.000000,4.000000,15.000000,20.420000,33.000000,29402.546000
1651237270,2058,30108,40.962062,1,956.799145,2.000000,4.000000,15.000000,20.420000,33.000000,29402.546000
1651237300,2061,30108,40.950389,1,956.799590,2.000000,4.000000,15.000000,20.420000,33.000000,29402.546000
1651237330,2067,30108,40.930934,1,956.800248,2.000000,4.000000,14.550000,20.420000,33.000000,29402.546000
1651237360,2070,30108,40.929961,1,956.800288,2.000000,4.000000,14.550000,20.420000,33.000000,29402.546000
1651237390,2076,30108,40.928988,1,956.800327,2.000000,4.000000,14.550000,20.420000,33.000000,29402.546000
1651237420,2079,30108,40.926070,1,956.800447,2.000000,4.000000,14.550000,20.420000,33.000000,29402.546000
1651237450,2085,30108,40.912451,1,956.800916,2.000000,4.000000,14.000000,20.420000,33.000000,29402.546000
1651237480,2088,30108,40.912451,1,956.800916,2.000000,4.000000,14.000000,20.420000,33.000000,29402.546000
1651237510,2094,30108,40.909533,1,956.801032,2.000000,4.000000,14.000000,20.420000,33.000000,29402.546000
1651237540,2097,30108,40.906615,1,956.801149,2.000000,4.000000,14.000000,20.420000,33.000000,29402.546000
1651237570,2103,30108,40.881323,1,956.802053,2.000000,4.000000,14.000000,20.420000,33.000000,29402.546000
1651237600,2106,30108,40.872568,1,956.802377,2.000000,4.000000,14.000000,20.420000,33.000000,29402.546000
1651237630,2112,30108,40.878405,1,956.802150,2.000000,4.000000,14.000000,20.420000,33.000000,29402.546000
1651237660,2118,30108,40.882296,1,956.801996,2.000000,4.000000,14.000000,20.420000,33.000000,29402.546000
1651237690,2127,30108,40.892023,1,956.801608,2.000000,4.000000,14.000000,20.420000,33.000000,29402.546000
1651237720,2130,30108,40.891051,1,956.801646,2.000000,4.000000,14.000000,20.420000,33.000000,29402.546000
1651237750,2136,30108,40.892996,1,956.801569,2.000000,4.000000,14.000000,20.420000,33.000000,29402.546000
1651237780,2139,30108,40.892996,1,956.801569,2.000000,4.000000,14.000000,20.420000,33.000000,29402.546000
1651237810,2151,30108,40.826848,1,956.801715,2.000000,4.000000,14.000000,19.420000,32.420000,29402.546000
1651237840,2154,30108,40.832685,1,956.801486,2.000000,4.000000,14.000000,19.420000,32.420000,29402.546000
1651237870,2160,30108,40.828794,1,956.801632,2.000000,4.000000,14.000000,19.420000,32.420000,29402.546000
1651237900,2163,30108,40.833658,1,956.801439,2.000000,4.000000,14.000000,19.420000,32.420000,29402.546000
1651237930,2169,30108,40.829767,1,956.801552,2.000000,4.000000,14.000000,19.420000,32.420000,29402.546000
1651237960,2182,30108,40.839494,1,956.801376,2.000000,4.000000,14.000000,20.420000,32.420000,29402.546000
1651237990,2188,30108,40.846304,1,956.801109,2.000000,4.000000,14.000000,20.420000,32.420000,29402.546000
1651238020,2191,30108,40.848249,1,956.801030,2.000000,4.000000,14.000000,20.420000,32.420000,29402.546000
1651238050,2197,30108,40.852140,1,956.800877,2.000000,4.000000,14.000000,20.420000,32.420000,29402.546000
1651238080,2206,30108,40.829767,1,956.801515,2.000000,4.000000,14.000000,19.420000,32.420000,29402.546000
1651238110,2212,30108,40.835603,1,956.801289,2.000000,4.000000,14.000000,19.420000,32.420000,29402.546000
1651238140,2215,30108,40.838521,1,956.801175,2.000000,4.000000,14.000000,19.420000,32.420000,29402.546000
1651238170,2221,30108,40.844358,1,956.800956,2.000000,4.000000,14.000000,19.420000,32.420000,29402.546000
1651238200,2224,30108,40.841440,1,956.801072,2.000000,4.000000,14.000000,19.420000,32.420000,29402.546000
1651238230,2230,30108,40.829767,1,956.801466,2.000000,4.000000,14.000000,19.420000,32.420000,29402.546000
1651238260,2233,30108,40.838521,1,956.801131,2.000000,4.000000,14.000000,19.420000,32.420000,29402.546000
1651238290,2242,30108,40.850195,1,956.800671,2.000000,4.000000,14.000000,19.420000,32.420000,29402.546000
1651238320,2251,30108,40.841440,1,956.800967,2.000000,4.000000,14.000000,19.420000,32.420000,29402.546000
1651238350,2257,30108,40.850195,1,956.800631,2.000000,4.000000,14.000000,19.420000,32.420000,29402.546000
1651238380,2266,30108,40.852140,1,956.800546,2.000000,4.000000,14.000000,19.420000,32.420000,29402.546000
1651238410,2275,30108,40.817121,1,956.801115,2.000000,4.000000,14.000000,19.000000,31.000000,29402.546000
1651238440,2278,30108,40.817121,1,956.801115,2.000000,4.000000,14.000000,19.000000,31.000000,29402.546000
1651238470,2284,30108,40.819066,1,956.801036,2.000000,4.000000,14.000000,19.000000,31.000000,29402.546000
1651238500,2287,30108,40.819066,1,956.801036,2.000000,4.000000,14.000000,19.000000,31.000000,29402.546000
1651238530,2293,30108,40.944553,1,956.800570,2.000000,4.000000,14.000000,20.420000,33.000000,29402.546000
1651238560,2296,30108,40.947471,1,956.800455,2.000000,4.000000,14.000000,20.420000,33.000000,29402.546000
1651238590,2302,30108,40.945525,1,956.800497,2.000000,4.000000,14.000000,20.420000,33.000000,29402.546000
1651238620,2305,30108,40.945525,1,956.800497,2.000000,4.000000,14.000000,20.420000,33.000000,29402.546000
1651238651,2311,30108,40.935798,1,956.800785,2.000000,4.000000,14.000000,20.420000,33.000000,29402.546000
1651238681,2317,30108,40.948444,1,956.800298,2.000000,4.000000,14.000000,20.420000,33.000000,29402.546000
1651238711,2329,30108,40.933852,1,956.800819,2.000000,4.000000,14.000000,20.420000,33.000000,29402.546000
1651238741,2340,30108,40.928988,1,956.800959,2.000000,4.000000,14.000000,20.420000,33.000000,29402.546000
1651238771,2347,30108,40.921206,1,956.801189,2.000000,4.000000,14.000000,20.420000,33.000000,29402.546000
1651238801,2350,30108,40.926070,1,956.801007,2.000000,4.000000,14.000000,20.420000,33.000000,29402.546000
1651238831,2356,30108,40.928988,1,956.800890,2.000000,4.000000,14.000000,20.420000,33.000000,29402.546000
1651238861,2365,30108,40.931907,1,956.800776,2.000000,4.000000,14.000000,20.420000,33.000000,29402.546000
1651238891,2374,30108,40.946498,1,956.800205,2.000000,4.000000,14.000000,20.420000,33.000000,29402.546000
1651238921,2377,30108,40.951362,1,956.800020,2.000000,4.000000,14.000000,20.420000,33.000000,29402.546000
1651238951,2383,30108,40.953307,1,956.799943,2.000000,4.000000,14.000000,20.420000,33.000000,29402.546000
1651238981,2386,30108,40.955253,1,956.799865,2.000000,4.000000,14.000000,20.420000,33.000000,29402.546000
1651239011,2392,30108,40.954280,1,956.799905,2.000000,4.000000,14.000000,20.420000,33.000000,29402.546000
1651239041,2395,30108,40.945525,1,956.800223,2.000000,4.000000,14.000000,20.420000,33.000000,29402.546000
1651239071,2401,30108,40.951362,1,956.799996,2.000000,4.000000,14.000000,20.420000,33.000000,29402.546000
1651239101,2404,30108,40.950389,1,956.800034,2.000000,4.000000,14.000000,20.420000,33.000000,29402.546000
1651239131,2410,30108,40.955253,1,956.799841,2.000000,4.000000,14.000000,20.420000,33.000000,29402.546000
1651239161,2413,30108,40.945525,1,956.800165,2.000000,4.000000,14.000000,20.420000,33.000000,29402.546000
1651239191,2419,30108,40.949416,1,956.800009,2.000000,4.000000,14.000000,20.420000,33.000000,29402.546000
1651239221,2425,30108,40.957198,1,956.799706,2.000000,4.000000,14.000000,20.420000,33.000000,29402.546000
1651239251,2437,30108,40.955253,1,956.799734,2.000000,4.000000,14.000000,20.420000,33.000000,29402.546000
1651239281,2440,30108,40.959144,1,956.799580,2.000000,4.000000,14.000000,20.420000,33.000000,29402.546000
1651239311,2446,30108,40.959144,1,956.799580,2.000000,4.000000,14.000000,20.420000,33.000000,29402.546000
1651239341,2455,30108,40.956226,1,956.799696,2.000000,4.000000,14.000000,20.420000,33.000000,29402.546000
1651239371,2461,30108,40.966926,1,956.799278,2.000000,4.000000,14.000000,20.420000,33.000000,29402.546000
1651239401,2464,30108,40.966926,1,956.799278,2.000000,4.000000,14.000000,20.420000,33.000000,29402.546000
1651239431,2470,30108,40.944553,1,956.799880,2.000000,4.000000,14.000000,19.420000,33.000000,29402.546000
1651239461,2473,30108,40.936770,1,956.800140,2.000000,4.000000,14.000000,19.420000,33.000000,29402.546000
1651239491,2479,30108,40.929961,1,956.800371,2.000000,4.000000,14.000000,19.420000,33.000000,29402.546000
1651239521,2482,30108,40.927043,1,956.800485,2.000000,4.000000,14.000000,19.420000,33.000000,29402.546000
1651239551,2488,30108,40.929961,1,956.800371,2.000000,4.000000,14.000000,19.420000,33.000000,29402.546000
1651239581,2491,30108,40.926070,1,956.800514,2.000000,4.000000,14.000000,19.420000,33.000000,29402.546000
1651239611,2497,30108,40.919261,1,956.800724,2.000000,4.000000,14.000000,19.420000,33.000000,29402.546000
